Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Giám Sát Bán Hàng Kênh Tiếp Thị - Ngành Sữa Abbott (Hồ Chí Minh),Abbott,Thương lượng,Hồ Chí Minh,04/12/2023,Nhân viên,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Giám Sát Bán Hàng, PG Leader, Execution Capability, Trade Management, Excellent Planning",https://www.vietnamworks.com/giam-sat-ban-hang-kenh-tiep-thi-nganh-sua-abbott-ho-chi-minh--1721534-jv?source=searchResults&searchType=2&placement=1721884&sortBy=date
Digital Marketing Specialist,Trusting Social,Thương lượng,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Google Ads, Digital Marketing, SEO, Analytics Tool, B2C Marketing",https://www.vietnamworks.com/digital-marketing-specialist--1721495-jv?source=searchResults&searchType=2&placement=1721845&sortBy=date
Chuyên Viên Marketing,Công Ty TNHH Passio,Thương lượng,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Nghiên Cứu Thị Trường, SEO, Advertising Campaigns, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-marketing--1717996-jv?source=searchResults&searchType=2&placement=1718346&sortBy=date
Nhân Viên SEO Marketing,Công Ty TNHH Tin Học Thành Nhân,$350 - $500,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, SEM, Google Ads, Digital Marketing, Online Marketing",https://www.vietnamworks.com/nhan-vien-seo-marketing--1717919-jv?source=searchResults&searchType=2&placement=1718269&sortBy=date
Digital Marketing Specialist (Native English Speaker),Best Ever Food Review Show,Thương lượng,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Marketing Strategy, Marketing Channel, Typography, Social Media Frameworks",https://www.vietnamworks.com/digital-marketing-specialist-native-english-speaker-1717900-jv?source=searchResults&searchType=2&placement=1718250&sortBy=date
KOL Marketing Specialist,Samra Limited,$500 - $800,Hồ Chí Minh,24/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Tiktok Ads",https://www.vietnamworks.com/kol-marketing-specialist-1718135-jv?source=searchResults&searchType=2&placement=1718485&sortBy=date
Thực Tập Sinh Marketing & Tmqt,Công Ty TNHH Đầu Tư Dragon Việt Nam,Thương lượng,Hồ Chí Minh,24/11/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Development, Digital Marketing, Communication, Content Marketing, Social Media",https://www.vietnamworks.com/thuc-tap-sinh-marketing-tmqt-1718200-jv?source=searchResults&searchType=2&placement=1718550&sortBy=date
Marketing Manager,The Imperial Group,$1000 - $2000,Hồ Chí Minh,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Marketing, Digital Marketing, Quảng Cáo, Marketing Planning, Truyền Thông",https://www.vietnamworks.com/marketing-manager--1718111-jv?source=searchResults&searchType=2&placement=1718461&sortBy=date
Nhân Viên Digital Marketing ( Dưới 1 Năm Kinh Nghiệm)Urgent job,Công Ty TNHH SAMJO & PARTNERS,Thương lượng,Hà Nội,23/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Youtube SEO, Social Media Marketing, Marketing Mỹ Phẩm, Google Ads, Digital Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing-duoi-1-nam-kinh-nghiem--1717689-jv?source=searchResults&searchType=2&placement=1718039&sortBy=date
Trưởng Phòng Marketing Mức Lương 25-30Tr,Công Ty TNHH Kim Lâm,$1010 - $1200,Hà Nội,23/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Hóa Mỹ Phẩm, SEO, SEM, Social Media, Email Marketing",https://www.vietnamworks.com/truong-phong-marketing-muc-luong-25-30tr-1717634-jv?source=searchResults&searchType=2&placement=1717984&sortBy=date
Marketing Executive Full Package 46M - Must Relocate Cambodia,VietnamWorks' Client,$1500 - $2000,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Advertising, English Business, Marketing và Branding",https://www.vietnamworks.com/marketing-executive-full-package-46m-must-relocate-cambodia--1721711-jv?source=searchResults&searchType=2&placement=1722061&sortBy=date
Digital Marketing Intern - Account,Công Ty Cổ Phần Halocom,Thương lượng,Hồ Chí Minh,04/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Management, Communication, Digital Marketing, Problem Solving, Negotiation Skills",https://www.vietnamworks.com/digital-marketing-intern-account-1721749-jv?source=searchResults&searchType=2&placement=1722099&sortBy=date
Trưởng Nhóm Marketing Ngành Thời Trang,Công Ty Cổ Phần Thời Trang Và Đầu Tư Đức Giang,Thương lượng,Hà Nội,04/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phát Triển Thương Hiệu, Lập Kế Hoạch Marketing, Phân Tích Thị Trường, Nghiên Cứu Xu Hướng Thời Trang, Quảng Cáo Thương Hiệu",https://www.vietnamworks.com/truong-nhom-marketing-nganh-thoi-trang-1-1-1-1-1-1-1--1721608-jv?source=searchResults&searchType=2&placement=1721958&sortBy=date
"Senior Content Marketing Specialist (Retail, US Market)",Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,$606 - $808,Hà Nội,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Copywriting, Digital Marketing, Facebook Ads, Product Marketing, English",https://www.vietnamworks.com/senior-content-marketing-specialist-retail-us-market-1717728-jv?source=searchResults&searchType=2&placement=1718078&sortBy=date
Full-Time Marketing Internship,Công Ty TNHH Đầu Tư Và Phát Triển AK (Việt Nam),Từ $1500,Hà Nội,04/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Presentation, Social Media Marketing, F&amp;B",https://www.vietnamworks.com/full-time-marketing-internship-1721665-jv?source=searchResults&searchType=2&placement=1722015&sortBy=date
Nhân Viên Content CreatorUrgent job,Công Ty Cổ Phần Nội Dung Thể Thao Việt (Vietcontent Sports),Thương lượng,Hà Nội,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, Viral Marketing, Video Editing, Photoshop, Sản Phẩm Thể Thao",https://www.vietnamworks.com/nhan-vien-content-creator--1717889-jv?source=searchResults&searchType=2&placement=1718239&sortBy=date
Thực Tập Sinh Livestream,Công Ty Cổ Phần Thương Mại Dịch Vụ Phân Phối Xuất Nhập Khẩu Mvot,Thương lượng,Hồ Chí Minh,04/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Viết Bài Cho Website, Sáng Tạo Nội Dung, Xây Dựng Kịch Bản, Content Fanpage",https://www.vietnamworks.com/thuc-tap-sinh-livestream--1721718-jv?source=searchResults&searchType=2&placement=1722068&sortBy=date
Chuyên Viên Thương Mại Điện Tử - Mảng Livestreams,Công Ty Cổ Phần Thực Phẩm Hữu Nghị,Thương lượng,Hà Nội,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thương Mại Điện Tử, Livestream, Bán Hàng",https://www.vietnamworks.com/chuyen-vien-thuong-mai-dien-tu-mang-livestreams-1-1--1710659-jv?source=searchResults&searchType=2&placement=1711009&sortBy=date
Marketing Assistant Full Package 46M - Must Relocate Cambodia,VietnamWorks' Client,$1000 - $1600,Hồ Chí Minh,24/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Marketing Trực Tuyến, Marketing Facebook, Marketing Support, Marketing Plans",https://www.vietnamworks.com/marketing-assistant-full-package-46m-must-relocate-cambodia-1718130-jv?source=searchResults&searchType=2&placement=1718480&sortBy=date
Nhân Viên Biết Tiếng Nhật Hỗ Trợ Quảng Cáo Internet,"CA Advance Vietnam CO., LTD",$450 - $850,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo Truyền Thông, Quảng Cáo, Display Campaigns, Truyền Thông, Tiếng Nhật",https://www.vietnamworks.com/nhan-vien-biet-tieng-nhat-ho-tro-quang-cao-internet-1721619-jv?source=searchResults&searchType=2&placement=1721969&sortBy=date
Fresher Performance Marketing (Upto $5000) Full-Time,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,$500 - $5000,Hà Nội,24/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Performance Ads, Facebook Ads, Social Marketing, Advertising Media, Marketing Campaign",https://www.vietnamworks.com/fresher-performance-marketing-upto-5000-full-time--1718099-jv?source=searchResults&searchType=2&placement=1718449&sortBy=date
Marketing Executive,Công Ty TNHH Thương Mại Và Dịch Vụ Nhà Hàng Bia Thủ Công Pasteur Street,$500 - $700,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Chăm Sóc Khách Hàng, Nhà Hàng Khách Sạn, F&amp;B",https://www.vietnamworks.com/marketing-executive-1267--1721613-jv?source=searchResults&searchType=2&placement=1721963&sortBy=date
Chuyên Viên Content Tại Hà Nội Lương Cứngtừ 10-15 Triệu,Công Ty TNHH XNK Và Dịch Vụ TTC - Fra,$400 - $800,Hà Nội,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content, SEO, Social Media, Quảng Cáo, Xây Dựng Thương Hiệu",https://www.vietnamworks.com/chuyen-vien-content-tai-ha-noi-luong-cungtu-10-15-trieu-1711241-jv?source=searchResults&searchType=2&placement=1711591&sortBy=date
Brand Manager (Grow) - 8 Months,Abbott,Thương lượng,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Brand Activation, Media Digital, Brand Management, Promotional Marketing",https://www.vietnamworks.com/brand-manager-grow-8-months-1718108-jv?source=searchResults&searchType=2&placement=1718458&sortBy=date
Marketing Manager - Fintech,Trusting Social,Thương lượng,Hồ Chí Minh,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Branding, Customer Segmentation, Marketing Research, Data Analyst",https://www.vietnamworks.com/marketing-manager-fintech--1718302-jv?source=searchResults&searchType=2&placement=1718652&sortBy=date
"Corporate Communication, PR and CSR Executive",CapitaLand Development (Vietnam),Thương lượng,Hà Nội,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Communication, Content Creating, Presentation Skill",https://www.vietnamworks.com/corporate-communication-pr-and-csr-executive-1715964-jv?source=searchResults&searchType=2&placement=1716314&sortBy=date
[Golf Sport/ Luxury Brand] Key Account ManagerUrgent job,"Emers Vietnam Co., Ltd",Thương lượng,Hà Nội,24/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Consumer Research, Brand Management, Business Development, Key Account Management",https://www.vietnamworks.com/golf-sport-luxury-brand-key-account-manager-2-1-1--1718207-jv?source=searchResults&searchType=2&placement=1718557&sortBy=date
Specialist - E-Commerce Key Accounts,Saigon Beer - Alcohol - Beverage CORPORATION (Sabeco),Thương lượng,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Key Account Development, Beer Industry, Horeca",https://www.vietnamworks.com/specialist-e-commerce-key-accounts-1-2--1718061-jv?source=searchResults&searchType=2&placement=1718411&sortBy=date
Brand Manager (Quản Lý Thương Hiệu) Lương Cứng Từ 20-25 Triệu,Công Ty TNHH XNK Và Dịch Vụ TTC - Fra,$800 - $1000,Hà Nội,04/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Brand Marketing, Nghiên Cứu Thị Trường, Lập Kế Hoạch, Truyền Thông",https://www.vietnamworks.com/brand-manager-quan-ly-thuong-hieu-luong-cung-tu-20-25-trieu-1710169-jv?source=searchResults&searchType=2&placement=1710519&sortBy=date
"Marketing Product Innovation Executive (Nhân Viên Phát Triển Sản Phẩm Marketing, Yêu Cầu Dưới 1 Năm Kinh Nghiệm)",Công Ty Cổ Phần Công Nghệ Thực Phẩm Châu Á (Micoem),Thương lượng,Hà Nội,04/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Phát Triển Sản Phẩm, Khảo Sát Thị Trường, Product Innovation, Branding Strategy",https://www.vietnamworks.com/marketing-product-innovation-executive-nhan-vien-phat-trien-san-pham-marketing-yeu-cau-duoi-1-nam-kinh-nghiem--1721543-jv?source=searchResults&searchType=2&placement=1721893&sortBy=date
Phó Tổng Giám Đốc Kinh Doanh Tập Đoàn Bất Động Sản,VietnamWorks' Client,$5000 - $10000,Hồ Chí Minh,24/11/2023,Giám Đốc và Cấp Cao Hơn,"<a property=""item"" typeof=""WebPage"" href=""https://www.vietnamworks.com/viec-lam?g=21"">Kinh Doanh","Bất Động Sản, Quản Lý Dự Án Bât Động Sản, Phát Triển Kinh Doanh, Tiếp Thị Kinh Doanh, Quản Lý Điều Hành",https://www.vietnamworks.com/pho-tong-giam-doc-kinh-doanh-tap-doan-bat-dong-san-1-1-1--1718085-jv?source=searchResults&searchType=2&placement=1718435&sortBy=date
Product Marketing Executive,Công Ty Cổ Phần Công Nghệ Secomus,Thương lượng,Hà Nội,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Maketing, Affiliate Marketing, Product Development, Marketing Tools, E Commerce",https://www.vietnamworks.com/product-marketing-executive--1725522-jv?source=searchResults&searchType=2&placement=1725922&sortBy=date
Tiktok Video Editor/ Content Creator,Công Ty TNHH GLOBAL Jet Commerce,$450 - $750,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Video Editing, Quay Dựng Video, Biên Tập Video",https://www.vietnamworks.com/tiktok-video-editor-content-creator-1725486-jv?source=searchResults&searchType=2&placement=1725886&sortBy=date
Brand Manager - Milk Powder,Công Ty Cổ Phần Vpmilk,$2000 - $2500,Hồ Chí Minh,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Branding Managing, Marketing Development, Milk, FMCG, Tiêu Dùng Nhanh",https://www.vietnamworks.com/brand-manager-milk-powder--1724699-jv?source=searchResults&searchType=2&placement=1725099&sortBy=date
"[Kt&g] Tobacco Market Research Freelancer - 1 Report/month (VN Nationality Only - Living In HN, DN, HCM)",Kt&G,$200 - $200,Hà Nội,15/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Research, Field Collections",https://www.vietnamworks.com/kt-g-tobacco-market-research-freelancer-1-report-month-vn-nationality-only-living-in-hn-dn-hcm-1725458-jv?source=searchResults&searchType=2&placement=1725858&sortBy=date
Digital Marketing Manager,The Grand Ho Tram,Thương lượng,Hồ Chí Minh,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Digital Marketing, E-commerce, PPC Advertising, Online Marketing",https://www.vietnamworks.com/digital-marketing-manager--1725450-jv?source=searchResults&searchType=2&placement=1725850&sortBy=date
Marketing Intern,"LG VINA Cosmetics Co., Ltd",Thương lượng,Hồ Chí Minh,15/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Admin, Brand Marketing",https://www.vietnamworks.com/marketing-intern--1725453-jv?source=searchResults&searchType=2&placement=1725853&sortBy=date
Nhân Viên Digital Marketing (Thu Nhập Từ 12 Đến 18 Triệu/tháng)Urgent job,Công Ty TNHH Tổng Kho Vật Liệu Trang Trí Nội Thất Trường Thịnh,Thương lượng,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing Planning, SEO Content Writing, Social Media Networks, Ads Campaign, Phân Tích Dữ Liệu",https://www.vietnamworks.com/nhan-vien-digital-marketing-thu-nhap-tu-12-den-18-trieu-thang-1713541-jv?source=searchResults&searchType=2&placement=1713941&sortBy=date
Marketing Manager - Education IndustryHeadhunt jobs,Navigos Search,$2000 - $3000,Hà Nội,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Strategy, Integrated Marketing Communications Planning, Marcom, Public Relation",https://www.vietnamworks.com/marketing-manager-education-industry-4-1725439-jv?source=searchResults&searchType=2&placement=1725839&sortBy=date
Manager/ Head of Corporate Brand & Communication,Hoang An Nhien Group,Thương lượng,Hồ Chí Minh,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Employer Branding, Internal Communication, Internal Events",https://www.vietnamworks.com/manager-head-of-corporate-brand-communication--1720987-jv?source=searchResults&searchType=2&placement=1721387&sortBy=date
Senior Campaign Planner (Can Start Working After the Tet Holiday)Urgent job,Car From Japan,Tới $1000,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Campaign Marketing, Social Media Campaign, Campaign Planning, Digital Marketing, Marketing Analytics",https://www.vietnamworks.com/senior-campaign-planner-can-start-working-after-the-tet-holiday-1710577-jv?source=searchResults&searchType=2&placement=1710977&sortBy=date
Marketing Executive,Công Ty TNHH Đầu Tư Citizen Pathway,Thương lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo, Truyền Thông, Digital Marketing, Videos Editor, Media Social Media",https://www.vietnamworks.com/marketing-executive--1720749-jv?source=searchResults&searchType=2&placement=1721149&sortBy=date
Chuyên Viên Sáng Tạo Nội Dung (Content Creator),Công Ty Cổ Phần Thương Mại Calen,$700 - $1200,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, Social Media Marketing, SEO, SEM, TVC Script",https://www.vietnamworks.com/chuyen-vien-sang-tao-noi-dung-content-creator--1720668-jv?source=searchResults&searchType=2&placement=1721068&sortBy=date
